lakeid,sampledate,depth,cl,ca,mg,na,k,fe,mn,cond
SP,1/18/1999,7,,,,,,,,
SP,1/18/1999,9,,,,,,,,
SP,1/18/1999,10,,,,,,0.01,0,
SP,1/18/1999,12,,,,,,,,
SP,1/18/1999,14,,,,,,,,
SP,1/18/1999,16,,,,,,,,
SP,2/23/1999,0,6.77,11.89,3.36,2.96,0.89,0,0.01,103
SP,2/23/1999,2,,,,,,,,
SP,2/23/1999,4,,,,,,,,
SP,2/23/1999,6,,,,,,,,
SP,2/23/1999,8,,,,,,,,
SP,2/23/1999,10,5.62,10.55,2.99,2.59,0.75,0,0,92
SP,2/23/1999,11,,,,,,,,
SP,2/23/1999,13,,,,,,,,
SP,2/23/1999,15,,,,,,,,
SP,2/23/1999,17,,,,,,,,
SP,3/24/1999,0,,,,,,0,0,
SP,3/24/1999,2,,,,,,,,
SP,3/24/1999,4,,,,,,,,
SP,3/24/1999,6,,,,,,,,
SP,3/24/1999,8,,,,,,,,
SP,3/24/1999,10,,,,,,0,0,
SP,3/24/1999,11,,,,,,,,
SP,3/24/1999,13,,,,,,,,
SP,3/24/1999,15,,,,,,,,
SP,3/24/1999,17,,,,,,,,
SP,5/4/1999,0,5.72,10.69,3,2.57,0.73,0.03,0,91
SP,5/4/1999,2,,,,,,,,
SP,5/4/1999,4,,,,,,,,
SP,5/4/1999,6,,,,,,,,
SP,5/4/1999,8,5.94,10.61,3.02,2.53,0.71,0,0,
SP,5/4/1999,10,,,,,,,,
SP,5/4/1999,12,5.66,10.67,2.97,2.56,0.72,0.02,0,
SP,5/4/1999,14,,,,,,,,
SP,5/4/1999,16,,,,,,,,
SP,5/4/1999,18,5.57,10.72,2.95,2.56,0.75,0.21,0.19,94
SP,5/20/1999,0,,,,,,,,
SP,5/20/1999,2,,,,,,,,
SP,5/20/1999,4,,,,,,,,
SP,5/20/1999,6,,,,,,,,
SP,5/20/1999,8,,,,,,,,
SP,5/20/1999,10,,,,,,,,
SP,5/20/1999,12,,,,,,,,
SP,5/20/1999,14,,,,,,,,
SP,5/20/1999,16,,,,,,,,
SP,5/20/1999,18,,,,,,,,
SP,6/2/1999,0,,,,,,0,0,
SP,6/2/1999,2,,,,,,,,
SP,6/2/1999,4,,,,,,,,
SP,6/2/1999,6,,,,,,,,
SP,6/2/1999,8,,,,,,0,0,
SP,6/2/1999,10,,,,,,0,0,
SP,6/2/1999,12,,,,,,,,
SP,6/2/1999,14,,,,,,,,
SP,6/2/1999,16,,,,,,,,
SP,6/2/1999,18,,,,,,0.23,0.26,
SP,6/16/1999,0,,,,,,,,
SP,6/16/1999,2,,,,,,,,
SP,6/16/1999,4,,,,,,,,
SP,6/16/1999,6,,,,,,,,
SP,6/16/1999,8,,,,,,,,
SP,6/16/1999,10,,,,,,,,
SP,6/16/1999,12,,,,,,,,
SP,6/16/1999,14,,,,,,,,
SP,6/16/1999,16,,,,,,,,
SP,6/16/1999,18,,,,,,,,
SP,7/1/1999,0,,,,,,0,0,
SP,7/1/1999,1,,,,,,,,
SP,7/1/1999,3,,,,,,,,
SP,7/1/1999,5,,,,,,0,0,
SP,7/1/1999,7,,,,,,,,
SP,7/1/1999,9,,,,,,,,
SP,7/1/1999,11,,,,,,,,
SP,7/1/1999,13,,,,,,,,
SP,7/1/1999,15,,,,,,0,0,
SP,7/1/1999,17,,,,,,,,
SP,7/15/1999,0,,,,,,,,
SP,7/15/1999,2,,,,,,,,
SP,7/15/1999,4,,,,,,,,
SP,7/15/1999,6,,,,,,,,
SP,7/15/1999,8,,,,,,,,
SP,7/15/1999,9,,,,,,,,
SP,7/15/1999,11,,,,,,,,
SP,7/15/1999,13,,,,,,,,
SP,7/15/1999,15,,,,,,,,
SP,7/15/1999,17,,,,,,,,
SP,7/28/1999,0,,,,,,0,0,
SP,7/28/1999,2,,,,,,,,
SP,7/28/1999,4,,,,,,,,
SP,7/28/1999,6,,,,,,,,
SP,7/28/1999,8,,,,,,0,0,
SP,7/28/1999,10,,,,,,,,
SP,7/28/1999,12,,,,,,0,0,
SP,7/28/1999,14,,,,,,,,
SP,7/28/1999,16,,,,,,,,
SP,7/28/1999,18,,,,,,5.05,0.34,
SP,8/10/1999,0,,,,,,,,
SP,8/10/1999,1,,,,,,,,
SP,8/10/1999,3,,,,,,,,
SP,8/10/1999,5,,,,,,,,
SP,8/10/1999,7,,,,,,,,
SP,8/10/1999,9,,,,,,,,
SP,8/10/1999,11,,,,,,,,
SP,8/10/1999,13,,,,,,,,
SP,8/10/1999,15,,,,,,,,
SP,8/10/1999,17,,,,,,,,
SP,8/23/1999,0,5.61,9.67,2.82,2.47,0.64,0.02,0,89
SP,8/23/1999,2,,,,,,,,
SP,8/23/1999,4,,,,,,,,
SP,8/23/1999,6,,,,,,,,
SP,8/23/1999,8,5.52,10.01,2.98,2.53,0.66,0,0,90
SP,8/23/1999,9,,,,,,,,
SP,8/23/1999,11,,,,,,,,
SP,8/23/1999,13,,,,,,,,
SP,8/23/1999,15,5.62,10.34,2.93,2.47,0.69,0.06,0.16,
SP,8/23/1999,17,,,,,,,,
SP,9/9/1999,0,,,,,,,,
SP,9/9/1999,2,,,,,,,,
SP,9/9/1999,4,,,,,,,,
SP,9/9/1999,6,,,,,,,,
SP,9/9/1999,8,,,,,,,,
SP,9/9/1999,10,,,,,,,,
SP,9/9/1999,12,,,,,,,,
SP,9/9/1999,14,,,,,,,,
SP,9/9/1999,15,,,,,,,,
SP,9/9/1999,17,,,,,,,,
SP,9/23/1999,0,,,,,,0,0,
SP,9/23/1999,2,,,,,,,,
SP,9/23/1999,4,,,,,,,,
SP,9/23/1999,6,,,,,,,,
SP,9/23/1999,8,,,,,,0,0,
SP,9/23/1999,10,,,,,,0,0,
SP,9/23/1999,12,,,,,,0,0,
SP,9/23/1999,13,,,,,,,,
SP,9/23/1999,15,,,,,,1.01,0.14,
SP,9/23/1999,17,,,,,,,,
SP,10/8/1999,0,,,,,,,,
SP,10/8/1999,2,,,,,,,,
SP,10/8/1999,4,,,,,,,,
SP,10/8/1999,5,,,,,,,,
SP,10/8/1999,7,,,,,,,,
SP,10/8/1999,9,,,,,,,,
SP,10/8/1999,11,,,,,,,,
SP,10/8/1999,13,,,,,,,,
SP,10/8/1999,15,,,,,,,,
SP,10/8/1999,17,,,,,,,,
SP,10/19/1999,0,,,,,,0,0,
SP,10/19/1999,2,,,,,,,,
SP,10/19/1999,4,,,,,,,,
SP,10/19/1999,6,,,,,,,,
SP,10/19/1999,8,,,,,,,,
SP,10/19/1999,10,,,,,,,,
SP,10/19/1999,12,,,,,,0.02,0.01,
SP,10/19/1999,14,,,,,,,,
SP,10/19/1999,16,,,,,,,,
SP,10/19/1999,18,,,,,,6.49,0.36,
SP,11/10/1999,0,5.93,10.3,3.03,2.58,0.73,0.08,0,91
SP,11/10/1999,2,,,,,,,,
SP,11/10/1999,4,,,,,,,,
SP,11/10/1999,6,,,,,,,,
SP,11/10/1999,8,,,,,,,,
SP,11/10/1999,10,5.97,10.3,3.03,2.56,0.72,0.08,0,91
SP,11/10/1999,11,,,,,,,,
SP,11/10/1999,13,,,,,,,,
SP,11/10/1999,15,,,,,,,,
SP,11/10/1999,17,,,,,,,,
SP,1/18/2000,0,,,,,,0,0.02,
SP,1/18/2000,2,,,,,,,,
SP,1/18/2000,4,,,,,,,,
SP,1/18/2000,6,,,,,,,,
SP,1/18/2000,8,,,,,,,,
SP,1/18/2000,10,,,,,,0,0.02,
SP,1/18/2000,12,,,,,,,,
SP,1/18/2000,14,,,,,,,,
SP,1/18/2000,16,,,,,,,,
SP,1/18/2000,17,,,,,,0.13,0.24,
SP,2/22/2000,1,,,,,,,,
SP,2/22/2000,3,,,,,,,,
SP,2/22/2000,5,,,,,,,,
SP,2/22/2000,7,,,,,,,,
SP,2/22/2000,9,,,,,,,,
SP,2/22/2000,10,6.2,10.26,3.04,2.63,0.69,0.05,0.03,93
SP,2/22/2000,12,,,,,,,,
SP,2/22/2000,14,,,,,,,,
SP,2/22/2000,16,,,,,,,,
SP,2/22/2000,18,6.16,11.98,3.43,2.67,0.8,7.98,0.73,112
SP,4/6/2000,1,,,,,,,,
SP,4/6/2000,3,,,,,,,,
SP,4/6/2000,5,,,,,,,,
SP,4/6/2000,7,,,,,,,,
SP,4/6/2000,9,,,,,,,,
SP,4/6/2000,10,6.02,9.97,2.95,2.52,0.65,0.09,0.01,91
SP,4/6/2000,12,,,,,,,,
SP,4/6/2000,14,,,,,,,,
SP,4/6/2000,16,,,,,,,,
SP,4/6/2000,18,6.05,9.8,2.89,2.51,0.65,0.09,0.02,92
SP,4/18/2000,1,,,,,,,,
SP,4/18/2000,3,,,,,,,,
SP,4/18/2000,5,,,,,,,,
SP,4/18/2000,7,,,,,,,,
SP,4/18/2000,8,,,,,,,,
SP,4/18/2000,10,,,,,,,,
SP,4/18/2000,12,,,,,,,,
SP,4/18/2000,14,,,,,,,,
SP,4/18/2000,16,,,,,,,,
SP,4/18/2000,18,,,,,,,,
SP,5/2/2000,0,,,,,,0.02,0.02,
SP,5/2/2000,2,,,,,,,,
SP,5/2/2000,4,,,,,,,,
SP,5/2/2000,6,,,,,,,,
SP,5/2/2000,8,,,,,,0,0.01,
SP,5/2/2000,10,,,,,,,,
SP,5/2/2000,12,,,,,,0.01,0.01,
SP,5/2/2000,14,,,,,,,,
SP,5/2/2000,16,,,,,,,,
SP,5/2/2000,18,,,,,,0.05,0.04,
SP,5/17/2000,1,,,,,,,,
SP,5/17/2000,3,,,,,,,,
SP,5/17/2000,5,,,,,,,,
SP,5/17/2000,7,,,,,,,,
SP,5/17/2000,9,,,,,,,,
SP,5/17/2000,11,,,,,,,,
SP,5/17/2000,13,,,,,,,,
SP,5/17/2000,15,,,,,,,,
SP,5/17/2000,16,,,,,,,,
SP,5/17/2000,18,,,,,,,,
SP,5/30/2000,1,,,,,,,,
SP,5/30/2000,3,,,,,,0.01,0.02,
SP,5/30/2000,5,,,,,,0.01,0,
SP,5/30/2000,7,,,,,,,,
SP,5/30/2000,9,,,,,,,,
SP,5/30/2000,11,,,,,,,,
SP,5/30/2000,13,,,,,,,,
SP,5/30/2000,15,,,,,,0.03,0.02,
SP,5/30/2000,16,,,,,,,,
SP,5/30/2000,18,,,,,,0.27,0.15,
SP,6/13/2000,0,,,,,,,,
SP,6/13/2000,2,,,,,,,,
SP,6/13/2000,4,,,,,,,,
SP,6/13/2000,6,,,,,,,,
SP,6/13/2000,8,,,,,,,,
SP,6/13/2000,10,,,,,,,,
SP,6/13/2000,12,,,,,,,,
SP,6/13/2000,14,,,,,,,,
SP,6/13/2000,16,,,,,,,,
SP,6/13/2000,18,,,,,,,,
SP,6/27/2000,0,,,,,,0,0.04,
SP,6/27/2000,2,,,,,,,,
SP,6/27/2000,4,,,,,,,,
SP,6/27/2000,6,,,,,,,,
SP,6/27/2000,8,,,,,,0,0.02,
SP,6/27/2000,10,,,,,,0,0.03,
SP,6/27/2000,12,,,,,,,,
SP,6/27/2000,14,,,,,,,,
SP,6/27/2000,16,,,,,,,,
SP,6/27/2000,18,,,,,,0.38,0.19,
SP,7/12/2000,1,,,,,,,,
SP,7/12/2000,3,,,,,,,,
SP,7/12/2000,4,,,,,,,,
SP,7/12/2000,6,,,,,,,,
SP,7/12/2000,8,,,,,,,,
SP,7/12/2000,10,,,,,,,,
SP,7/12/2000,12,,,,,,,,
SP,7/12/2000,14,,,,,,,,
SP,7/12/2000,16,,,,,,,,
SP,7/12/2000,18,,,,,,,,
SP,7/26/2000,1,,,,,,,,
SP,7/26/2000,3,,,,,,,,
SP,7/26/2000,5,,,,,,0,0.01,
SP,7/26/2000,7,,,,,,,,
SP,7/26/2000,9,,,,,,,,
SP,7/26/2000,11,,,,,,,,
SP,7/26/2000,12,,,,,,0.02,0,
SP,7/26/2000,14,,,,,,,,
SP,7/26/2000,16,,,,,,,,
SP,7/26/2000,18,,,,,,8.16,0.28,
SP,8/8/2000,0,,,,,,,,
SP,8/8/2000,2,,,,,,,,
SP,8/8/2000,4,,,,,,,,
SP,8/8/2000,6,,,,,,,,
SP,8/8/2000,8,,,,,,,,
SP,8/8/2000,10,,,,,,,,
SP,8/8/2000,11,,,,,,,,
SP,8/8/2000,13,,,,,,,,
SP,8/8/2000,15,,,,,,,,
SP,8/8/2000,17,,,,,,,,
SP,8/21/2000,0,5.72,10.25,2.9,2.54,0.69,0,0,91
SP,8/21/2000,2,,,,,,,,
SP,8/21/2000,4,,,,,,,,
SP,8/21/2000,6,,,,,,,,
SP,8/21/2000,8,,,,,,,,
SP,8/21/2000,10,5.62,10.36,2.91,2.52,0.7,0,0,92
SP,8/21/2000,11,,,,,,,,
SP,8/21/2000,13,,,,,,,,
SP,8/21/2000,15,5.73,10.7,2.96,2.54,0.73,0.06,0.06,
SP,8/21/2000,17,,,,,,,,
SP,9/6/2000,0,,,,,,,,
SP,9/6/2000,2,,,,,,,,
SP,9/6/2000,4,,,,,,,,
SP,9/6/2000,6,,,,,,,,
SP,9/6/2000,8,,,,,,,,
SP,9/6/2000,10,,,,,,,,
SP,9/6/2000,12,,,,,,,,
SP,9/6/2000,13,,,,,,,,
SP,9/6/2000,15,,,,,,,,
SP,9/6/2000,17,,,,,,,,
SP,9/18/2000,0,,,,,,0,0,
SP,9/18/2000,2,,,,,,,,
SP,9/18/2000,4,,,,,,,,
SP,9/18/2000,6,,,,,,,,
SP,9/18/2000,8,,,,,,0,0,
SP,9/18/2000,10,,,,,,0,0,
SP,9/18/2000,12,,,,,,0,0,
SP,9/18/2000,13,,,,,,,,
SP,9/18/2000,15,,,,,,0.43,0.26,
SP,9/18/2000,17,,,,,,,,
SP,10/3/2000,0,,,,,,,,
SP,10/3/2000,2,,,,,,,,
SP,10/3/2000,4,,,,,,,,
SP,10/3/2000,6,,,,,,,,
SP,10/3/2000,8,,,,,,,,
SP,10/3/2000,10,,,,,,,,
SP,10/3/2000,12,,,,,,,,
SP,10/3/2000,13,,,,,,,,
SP,10/3/2000,15,,,,,,,,
SP,10/3/2000,17,,,,,,,,
SP,10/17/2000,0,,,,,,0.02,0,
SP,10/17/2000,2,,,,,,,,
SP,10/17/2000,4,,,,,,,,
SP,10/17/2000,6,,,,,,,,
SP,10/17/2000,8,,,,,,,,
SP,10/17/2000,10,,,,,,0.01,0,
SP,10/17/2000,12,,,,,,0.01,0.01,
SP,10/17/2000,14,,,,,,,,
SP,10/17/2000,15,,,,,,0.2,0.29,
SP,10/17/2000,17,,,,,,,,
SP,11/1/2000,0,,,,,,,,
SP,11/1/2000,2,,,,,,,,
SP,11/1/2000,4,,,,,,,,
SP,11/1/2000,6,,,,,,,,
SP,11/1/2000,8,,,,,,,,
SP,11/1/2000,10,,,,,,,,
SP,11/1/2000,12,,,,,,,,
SP,11/1/2000,13,,,,,,,,
SP,11/1/2000,15,,,,,,,,
SP,11/1/2000,17,,,,,,,,
SP,11/16/2000,0,6.07,10.33,2.94,2.6,0.73,0.05,0.02,93
SP,11/16/2000,2,,,,,,,,
SP,11/16/2000,4,,,,,,,,
SP,11/16/2000,6,,,,,,,,
SP,11/16/2000,8,,,,,,,,
SP,11/16/2000,10,5.85,10.43,2.95,2.63,0.72,0.05,0.02,93
SP,11/16/2000,11,,,,,,,,
SP,11/16/2000,13,,,,,,,,
SP,11/16/2000,15,,,,,,,,
SP,11/16/2000,17,,,,,,,,
SP,1/22/2001,0,,,,,,0,0,
SP,1/22/2001,2,,,,,,,,
SP,1/22/2001,4,,,,,,,,
SP,1/22/2001,6,,,,,,,,
SP,1/22/2001,8,,,,,,,,
SP,1/22/2001,10,,,,,,0,0,
SP,1/22/2001,11,,,,,,,,
SP,1/22/2001,13,,,,,,,,
SP,1/22/2001,15,,,,,,,,
SP,1/22/2001,17,,,,,,,,
SP,2/28/2001,0,6.12,10.73,3.06,2.73,0.71,0.01,0,96
SP,2/28/2001,1,,,,,,,,
SP,2/28/2001,3,,,,,,,,
SP,2/28/2001,5,,,,,,,,
SP,2/28/2001,7,,,,,,,,
SP,2/28/2001,9,,,,,,,,
SP,2/28/2001,11,,,,,,,,
SP,2/28/2001,13,,,,,,,,
SP,2/28/2001,15,,,,,,,,
SP,2/28/2001,17,,,,,,,,
SP,4/3/2001,0,,,,,,0,0,
SP,4/3/2001,2,,,,,,,,
SP,4/3/2001,4,,,,,,,,
SP,4/3/2001,6,,,,,,,,
SP,4/3/2001,8,,,,,,,,
SP,4/3/2001,9,,,,,,,,
SP,4/3/2001,10,,,,,,0,0,
SP,4/3/2001,12,,,,,,,,
SP,4/3/2001,14,,,,,,,,
SP,4/3/2001,16,,,,,,,,
SP,4/30/2001,0,5.88,10.28,2.95,2.64,0.66,0.03,0,91
SP,4/30/2001,1,,,,,,,,
SP,4/30/2001,3,,,,,,,,
SP,4/30/2001,5,,,,,,,,
SP,4/30/2001,7,,,,,,,,
SP,4/30/2001,9,,,,,,,,
SP,4/30/2001,11,,,,,,,,
SP,4/30/2001,13,,,,,,,,
SP,4/30/2001,15,,,,,,,,
SP,4/30/2001,17,,,,,,,,
SP,5/14/2001,0,,,,,,,,
SP,5/14/2001,2,,,,,,,,
SP,5/14/2001,3,,,,,,,,
SP,5/14/2001,5,,,,,,,,
SP,5/14/2001,7,,,,,,,,
SP,5/14/2001,9,,,,,,,,
SP,5/14/2001,11,,,,,,,,
SP,5/14/2001,13,,,,,,,,
SP,5/14/2001,15,,,,,,,,
SP,5/14/2001,17,,,,,,,,
SP,5/29/2001,0,,,,,,0,0,
SP,5/29/2001,2,,,,,,,,
SP,5/29/2001,4,,,,,,,,
SP,5/29/2001,5,,,,,,0.01,0,
SP,5/29/2001,7,,,,,,,,
SP,5/29/2001,9,,,,,,,,
SP,5/29/2001,11,,,,,,,,
SP,5/29/2001,13,,,,,,,,
SP,5/29/2001,15,,,,,,0.01,0.02,
SP,5/29/2001,17,,,,,,,,
SP,6/11/2001,0,,,,,,,,
SP,6/11/2001,2,,,,,,,,
SP,6/11/2001,4,,,,,,,,
SP,6/11/2001,6,,,,,,,,
SP,6/11/2001,8,,,,,,,,
SP,6/11/2001,10,,,,,,,,
SP,6/11/2001,12,,,,,,,,
SP,6/11/2001,14,,,,,,,,
SP,6/11/2001,15,,,,,,,,
SP,6/11/2001,17,,,,,,,,
SP,6/11/2001,19,,,,,,,,
SP,6/26/2001,1,,,,,,,,
SP,6/26/2001,3,,,,,,0,0,
SP,6/26/2001,5,,,,,,,,
SP,6/26/2001,7,,,,,,,,
SP,6/26/2001,9,,,,,,,,
SP,6/26/2001,11,,,,,,,,
SP,6/26/2001,13,,,,,,,,
SP,6/26/2001,15,,,,,,0,0,
SP,6/26/2001,16,,,,,,,,
SP,6/26/2001,18,,,,,,0.04,0.01,
SP,7/9/2001,1,,,,,,,,
SP,7/9/2001,3,,,,,,,,
SP,7/9/2001,5,,,,,,,,
SP,7/9/2001,7,,,,,,,,
SP,7/9/2001,9,,,,,,,,
SP,7/9/2001,11,,,,,,,,
SP,7/9/2001,13,,,,,,,,
SP,7/9/2001,15,,,,,,,,
SP,7/9/2001,16,,,,,,,,
SP,7/9/2001,18,,,,,,,,
SP,7/24/2001,1,,,,,,,,
SP,7/24/2001,3,,,,,,,,
SP,7/24/2001,5,,,,,,0,0.01,
SP,7/24/2001,7,,,,,,,,
SP,7/24/2001,9,,,,,,,,
SP,7/24/2001,11,,,,,,,,
SP,7/24/2001,13,,,,,,,,
SP,7/24/2001,15,,,,,,0.11,0.07,
SP,7/24/2001,17,,,,,,,,
SP,7/24/2001,18,,,,,,0.37,0.32,
SP,8/6/2001,1,,,,,,,,
SP,8/6/2001,3,,,,,,,,
SP,8/6/2001,5,,,,,,,,
SP,8/6/2001,7,,,,,,,,
SP,8/6/2001,9,,,,,,,,
SP,8/6/2001,11,,,,,,,,
SP,8/6/2001,13,,,,,,,,
SP,8/6/2001,15,,,,,,,,
SP,8/6/2001,16,,,,,,,,
SP,8/6/2001,18,,,,,,,,
SP,8/20/2001,0,4.39,10.55,3.12,2.73,0.7,0.03,0.02,93
SP,8/20/2001,2,,,,,,,,
SP,8/20/2001,4,,,,,,,,
SP,8/20/2001,6,,,,,,,,
SP,8/20/2001,8,,,,,,,,
SP,8/20/2001,10,4.2,10.67,3.09,2.64,0.67,0.01,0.01,92
SP,8/20/2001,12,4.19,10.8,3.1,2.67,0.71,0.02,0.02,
SP,8/20/2001,14,,,,,,,,
SP,8/20/2001,16,,,,,,,,
SP,8/20/2001,18,4.23,11.39,3.16,2.69,0.75,3.99,0.43,97
SP,9/4/2001,1,,,,,,,,
SP,9/4/2001,3,,,,,,,,
SP,9/4/2001,5,,,,,,,,
SP,9/4/2001,7,,,,,,,,
SP,9/4/2001,9,,,,,,,,
SP,9/4/2001,11,,,,,,,,
SP,9/4/2001,13,,,,,,,,
SP,9/4/2001,15,,,,,,,,
SP,9/4/2001,17,,,,,,,,
SP,9/4/2001,18,,,,,,,,
SP,9/18/2001,1,,,,,,,,
SP,9/18/2001,3,,,,,,,,
SP,9/18/2001,5,,,,,,,,
SP,9/18/2001,7,,,,,,,,
SP,9/18/2001,9,,,,,,,,
SP,9/18/2001,10,,,,,,0,0,
SP,9/18/2001,12,,,,,,0,0,
SP,9/18/2001,14,,,,,,,,
SP,9/18/2001,16,,,,,,,,
SP,9/18/2001,18,,,,,,7.48,0.46,
SP,10/2/2001,1,,,,,,,,
SP,10/2/2001,3,,,,,,,,
SP,10/2/2001,5,,,,,,,,
SP,10/2/2001,7,,,,,,,,
SP,10/2/2001,8,,,,,,,,
SP,10/2/2001,10,,,,,,,,
SP,10/2/2001,12,,,,,,,,
SP,10/2/2001,14,,,,,,,,
SP,10/2/2001,16,,,,,,,,
SP,10/2/2001,18,,,,,,,,
SP,10/15/2001,1,,,,,,,,
SP,10/15/2001,3,,,,,,,,
SP,10/15/2001,5,,,,,,,,
SP,10/15/2001,7,,,,,,,,
SP,10/15/2001,9,,,,,,,,
SP,10/15/2001,11,,,,,,,,
SP,10/15/2001,13,,,,,,,,
SP,10/15/2001,15,,,,,,0.98,0.33,
SP,10/15/2001,17,,,,,,,,
SP,10/15/2001,18,,,,,,7.68,0.42,
SP,10/29/2001,1,,,,,,,,
SP,10/29/2001,3,,,,,,,,
SP,10/29/2001,5,,,,,,,,
SP,10/29/2001,7,,,,,,,,
SP,10/29/2001,9,,,,,,,,
SP,10/29/2001,11,,,,,,,,
SP,10/29/2001,12,,,,,,,,
SP,10/29/2001,14,,,,,,,,
SP,10/29/2001,16,,,,,,,,
SP,10/29/2001,18,,,,,,,,
SP,11/15/2001,1,,,,,,,,
SP,11/15/2001,3,,,,,,,,
SP,11/15/2001,5,,,,,,,,
SP,11/15/2001,7,,,,,,,,
SP,11/15/2001,9,,,,,,,,
SP,11/15/2001,10,4.39,10.51,2.96,2.6,0.7,0.02,0.01,96
SP,11/15/2001,12,,,,,,,,
SP,11/15/2001,14,,,,,,,,
SP,11/15/2001,16,,,,,,,,
SP,11/15/2001,18,4.39,10.62,3.03,2.7,0.78,0.02,0.02,95
SP,1/16/2002,1,,,,,,,,
SP,1/16/2002,3,,,,,,,,
SP,1/16/2002,5,,,,,,,,
SP,1/16/2002,7,,,,,,,,
SP,1/16/2002,9,,,,,,,,
SP,1/16/2002,11,,,,,,,,
SP,1/16/2002,13,,,,,,,,
SP,1/16/2002,15,,,,,,,,
SP,1/16/2002,17,,,,,,,,
SP,2/28/2002,0,6.47,11.15,3.17,2.51,0.75,0.01,0,103
SP,2/28/2002,2,,,,,,,,
SP,2/28/2002,4,,,,,,,,
SP,2/28/2002,6,,,,,,,,
SP,2/28/2002,8,,,,,,,,
SP,2/28/2002,10,6.02,10.3,2.95,2.33,0.65,0.01,0,95
SP,2/28/2002,12,,,,,,,,
SP,2/28/2002,14,,,,,,,,
SP,2/28/2002,16,,,,,,,,
SP,2/28/2002,16.5,,,,,,,,
SP,2/28/2002,17,6.16,11.04,3.1,2.46,0.69,0.22,0.19,99
SP,4/1/2002,1,,,,,,,,
SP,4/1/2002,3,,,,,,,,
SP,4/1/2002,5,,,,,,,,
SP,4/1/2002,7,,,,,,,,
SP,4/1/2002,9,,,,,,,,
SP,4/1/2002,10,,,,,,,,
SP,4/1/2002,12,,,,,,,,
SP,4/1/2002,14,,,,,,,,
SP,4/1/2002,16,,,,,,,,
SP,4/1/2002,18,,,,,,,,
SP,4/23/2002,0,5.89,10.5,2.97,2.61,0.69,0.05,0,92
SP,4/23/2002,2,,,,,,,,
SP,4/23/2002,4,,,,,,,,
SP,4/23/2002,6,,,,,,,,
SP,4/23/2002,8,,,,,,,,
SP,4/23/2002,10,5.93,10.5,2.98,2.61,0.69,0.05,0,93
SP,4/23/2002,12,,,,,,,,
SP,4/23/2002,14,,,,,,,,
SP,4/23/2002,16,,,,,,,,
SP,4/23/2002,18,6.08,11.1,3.16,2.71,0.72,0.27,0.04,97
SP,5/7/2002,1,,,,,,,,
SP,5/7/2002,3,,,,,,,,
SP,5/7/2002,5,,,,,,,,
SP,5/7/2002,7,,,,,,,,
SP,5/7/2002,9,,,,,,,,
SP,5/7/2002,11,,,,,,,,
SP,5/7/2002,12,,,,,,,,
SP,5/7/2002,14,,,,,,,,
SP,5/7/2002,16,,,,,,,,
SP,5/7/2002,18,,,,,,,,
SP,5/22/2002,1,,,,,,,,
SP,5/22/2002,3,,,,,,,,
SP,5/22/2002,5,,,,,,,,
SP,5/22/2002,7,,,,,,,,
SP,5/22/2002,9,,,,,,,,
SP,5/22/2002,10,,,,,,,,
SP,5/22/2002,12,,,,,,,,
SP,5/22/2002,14,,,,,,,,
SP,5/22/2002,16,,,,,,,,
SP,5/22/2002,18,,,,,,,,
SP,6/5/2002,1,,,,,,,,
SP,6/5/2002,3,,,,,,,,
SP,6/5/2002,5,,,,,,,,
SP,6/5/2002,7,,,,,,,,
SP,6/5/2002,8,,,,,,,,
SP,6/5/2002,10,,,,,,,,
SP,6/5/2002,12,,,,,,,,
SP,6/5/2002,14,,,,,,,,
SP,6/5/2002,16,,,,,,,,
SP,6/5/2002,18,,,,,,,,
SP,6/19/2002,1,,,,,,,,
SP,6/19/2002,3,,,,,,,,
SP,6/19/2002,5,,,,,,,,
SP,6/19/2002,7,,,,,,,,
SP,6/19/2002,9,,,,,,,,
SP,6/19/2002,11,,,,,,,,
SP,6/19/2002,13,,,,,,,,
SP,6/19/2002,15,,,,,,,,
SP,6/19/2002,16,,,,,,,,
SP,6/19/2002,18,,,,,,,,
SP,7/3/2002,1,,,,,,,,
SP,7/3/2002,3,,,,,,,,
SP,7/3/2002,5,,,,,,,,
SP,7/3/2002,7,,,,,,,,
SP,7/3/2002,9,,,,,,,,
SP,7/3/2002,11,,,,,,,,
SP,7/3/2002,13,,,,,,,,
SP,7/3/2002,15,,,,,,,,
SP,7/3/2002,16,,,,,,,,
SP,7/3/2002,18,,,,,,,,
SP,7/17/2002,1,,,,,,,,
SP,7/17/2002,3,,,,,,,,
SP,7/17/2002,5,,,,,,,,
SP,7/17/2002,7,,,,,,,,
SP,7/17/2002,9,,,,,,,,
SP,7/17/2002,11,,,,,,,,
SP,7/17/2002,12,,,,,,,,
SP,7/17/2002,14,,,,,,,,
SP,7/17/2002,16,,,,,,,,
SP,7/17/2002,18,,,,,,,,
SP,7/30/2002,1,,,,,,,,
SP,7/30/2002,3,,,,,,,,
SP,7/30/2002,5,,,,,,,,
SP,7/30/2002,7,,,,,,,,
SP,7/30/2002,9,,,,,,,,
SP,7/30/2002,10,,,,,,,,
SP,7/30/2002,12,,,,,,,,
SP,7/30/2002,14,,,,,,,,
SP,7/30/2002,16,,,,,,,,
SP,7/30/2002,18,,,,,,,,
SP,8/14/2002,0,6.35,10.1,2.89,2.58,0.65,0,0,93
SP,8/14/2002,2,,,,,,,,
